TIMESTAMP,Segment,Interpolated,Pfl - Temp (C),Pfl - Sp Cond (microS_cm),Pfl - pH,Pfl - DO (% Sat),Pfl - Turbidity (FNU),Pfl - fDOM (RFU),Pfl - fDOM (QSU),1818_time: AA[mBar],1818_time: DD Retning[°],1818_time: DX_l[°],1818_time: FF Hastighet[m/s],1818_time: FG_l[m/s],1818_time: FG_tid_l[N/A],1818_time: FX Kast[m/s],1818_time: FX_tid_l[N/A],1818_time: PO Trykk stasjonshøyde[mBar],1818_time: PP[mBar],1818_time: PR Trykk redusert til havnivå[mBar],1818_time: QLI Langbølget[W/m2],1818_time: QNH[mBar],1818_time: QSI Kortbølget[W/m2],1818_time: RR_1[mm],1818_time: TA Middel[°C],1818_time: TA_a_Max[°C],1818_time: TA_a_Min[°C],1818_time: UU Luftfuktighet[%RH],pH (SCADA),"Temperature, C (SCADA)",06-E.coli,08-Kimtall 22°C,21-Arsen,24-Bly,32-Kadmium,36-Kopper filtrert,37-Krom,41-Nikkel,Sink (Zn)
2022-09-05 02:00:00,10,0,15.09,45.9,6.6,104.19,0.94,7.72,20.53,4.0,326.0,304.0,0.4,0.8,125.0,0.5,147.0,1020.7,0.1,1029.2,294.261,1029.1,-12.36922,0.0,9.9,10.2,9.8,95.0,6.404444444,6.3,,,,,,,,,
2022-09-05 03:00:00,10,0,15.6,46.01,6.64,104.45,0.91,7.15,18.99,2.0,319.0,330.0,0.5,1.1,239.0,0.6,245.0,1020.7,0.1,1029.2,294.2553,1029.1,-12.2268,0.0,9.9,10.0,9.8,94.0,6.409444444,6.3,,,,,,,,,
2022-09-05 04:00:00,10,0,15.58,45.98,6.65,104.3,0.92,7.2,19.13,2.0,338.0,323.0,0.4,1.0,328.0,0.5,348.0,1021.0,0.3,1029.5,294.3285,1029.4,-12.23033,0.0,9.6,9.9,9.6,94.0,6.400833333,6.299722222,,,,,,,,,
2022-09-05 05:00:00,10,0,15.55,46.0,6.65,104.08,0.94,7.11,18.88,2.0,1.0,328.0,0.2,1.1,412.0,0.6,423.0,1021.1,0.3,1029.6,295.7672,1029.5,-7.766931,0.1,9.9,9.9,9.6,94.0,6.400277778,6.3,,,,,,,,,
2022-09-05 06:00:00,10,0,15.49,45.99,6.65,104.08,0.87,7.15,19.01,2.0,12.0,13.0,0.2,1.0,503.0,0.5,514.0,1021.1,0.4,1029.5,300.1721,1029.5,69.80073,0.0,11.7,11.9,9.9,91.0,6.400277778,6.295833333,,,,,,,,,
2022-09-05 07:00:00,10,0,15.39,46.01,6.65,104.08,0.91,7.24,19.23,2.0,114.0,114.0,0.6,1.6,657.0,0.6,700.0,1021.3,0.3,1029.7,307.5542,1029.7,171.3779,0.0,13.5,13.5,11.7,85.0,6.406666667,6.275555556,,,,,,,,,
2022-09-05 08:00:00,10,0,15.39,45.97,6.64,103.87,0.9,7.2,19.12,2.0,151.0,149.0,0.5,1.4,755.0,0.6,705.0,1021.2,0.2,1029.5,317.0582,1029.6,285.2618,0.0,15.2,15.3,13.4,74.0,6.425277778,6.273611111,,,,,,,,,
2022-09-05 09:00:00,10,0,15.36,45.97,6.64,103.86,0.93,7.23,19.22,2.0,141.0,148.0,0.8,2.0,859.0,1.2,851.0,1021.5,0.4,1029.8,325.3101,1029.9,398.5948,0.0,16.3,16.4,15.1,67.0,6.414444444,6.277222222,,,,,,,,,
2022-09-05 10:00:00,10,0,15.35,45.97,6.64,103.99,0.89,7.26,19.3,0.0,143.0,158.0,1.2,2.1,920.0,1.3,931.0,1021.2,0.0,1029.5,329.0337,1029.6,503.6977,0.0,17.6,17.6,16.3,63.0,6.405555556,6.288333333,,,,,,,,,
2022-09-05 11:00:00,10,0,15.36,45.98,6.64,104.21,0.91,7.26,19.3,8.0,157.0,157.0,1.2,2.3,1041.0,1.5,1041.0,1021.0,0.2,1029.2,336.6622,1029.4,588.5164,0.0,18.8,18.9,17.6,60.0,6.411944444,6.294722222,,,,,,,,,
2022-09-05 12:00:00,10,0,15.14,45.93,6.64,104.34,0.95,7.62,20.27,7.0,199.0,199.0,1.6,2.4,1138.0,1.6,1200.0,1020.9,0.7,1029.1,342.3527,1029.3,562.6929,0.0,19.2,19.7,18.7,55.0,6.416388889,6.301388889,0.0,43.0,,,,,,,
2022-09-05 13:00:00,10,1,15.27,45.96,6.62,104.38,0.94,7.43,19.74,7.0,202.0,202.0,3.3,5.3,1250.0,3.5,1259.0,1020.9,0.3,1029.1,337.778,1029.3,533.6799,0.0,18.7,19.7,18.6,63.0,6.420555556,6.305555556,,,,,,,,,
2022-09-05 14:00:00,10,0,15.4,45.99,6.61,104.42,0.92,7.23,19.21,7.0,178.0,202.0,1.8,4.8,1359.0,3.3,1301.0,1020.6,0.4,1028.8,336.5771,1029.0,468.7651,0.0,19.4,19.7,18.7,54.0,6.408611111,6.305833333,,,,,,,,,
2022-09-05 15:00:00,10,0,15.44,45.98,6.66,104.57,0.9,7.19,19.1,7.0,205.0,202.0,2.0,4.7,1416.0,2.5,1445.0,1020.3,0.6,1028.5,334.4063,1028.7,390.4962,0.0,18.9,19.6,18.8,56.0,6.41,6.307777778,,,,,,,,,
2022-09-05 16:00:00,10,0,15.44,45.98,6.68,104.63,0.9,7.21,19.15,7.0,129.0,207.0,0.5,3.7,1514.0,2.3,1514.0,1020.1,0.7,1028.4,332.5198,1028.5,289.4085,0.0,17.8,19.0,17.8,59.0,6.41,6.353611111,,,,,,,,,
2022-09-05 17:00:00,10,0,15.45,45.98,6.68,104.66,0.91,7.21,19.15,7.0,329.0,40.0,0.5,3.6,1630.0,1.6,1633.0,1020.1,0.5,1028.4,327.6177,1028.5,146.9443,0.0,15.0,17.8,15.0,76.0,6.405833333,6.378888889,,,,,,,,,
2022-09-05 18:00:00,10,0,15.47,45.98,6.68,104.53,0.9,7.19,19.09,7.0,313.0,334.0,0.7,1.5,1756.0,0.8,1722.0,1019.9,0.4,1028.3,314.6584,1028.3,13.34587,0.0,13.8,15.0,13.8,81.0,6.405277778,6.387777778,,,,,,,,,
2022-09-05 19:00:00,10,0,15.56,45.98,6.67,104.55,0.87,7.11,18.9,7.0,317.0,320.0,0.6,1.4,1835.0,0.7,1840.0,1020.0,0.2,1028.4,308.9658,1028.4,-7.228426,0.0,12.6,13.8,12.6,83.0,6.403333333,6.396111111,,,,,,,,,
2022-09-05 20:00:00,10,0,15.81,45.99,6.66,104.9,0.9,7.0,18.6,4.0,315.0,338.0,0.5,1.4,1918.0,0.9,1921.0,1020.0,0.1,1028.4,309.7085,1028.4,-12.20961,0.0,12.0,12.6,12.0,80.0,6.402222222,6.399166667,,,,,,,,,
2022-09-05 21:00:00,10,0,15.82,45.99,6.66,104.93,0.88,7.0,18.59,4.0,299.0,326.0,0.5,1.2,2015.0,0.7,2036.0,1019.9,0.0,1028.3,307.6843,1028.3,-12.20664,0.0,11.5,12.0,11.5,85.0,6.408333333,6.399166667,,,,,,,,,
2022-09-05 22:00:00,10,0,15.64,45.99,6.66,104.6,0.91,7.14,18.97,7.0,252.0,253.0,0.3,1.0,2108.0,0.4,2157.0,1019.7,0.2,1028.2,303.2253,1028.1,-12.24236,0.0,11.0,11.5,11.0,89.0,6.422777778,6.392777778,,,,,,,,,
2022-09-05 23:00:00,10,0,15.59,45.96,6.66,104.6,0.91,7.18,19.06,7.0,315.0,294.0,0.3,0.7,2212.0,0.4,2227.0,1019.5,0.5,1028.0,299.1218,1027.9,-12.19888,0.0,10.7,11.0,10.7,92.0,6.420277778,6.381666667,,,,,,,,,
2022-09-06 00:00:00,10,0,15.5,45.92,6.67,104.79,0.9,7.27,19.32,7.0,332.0,322.0,0.2,0.7,2341.0,0.4,2348.0,1019.5,0.4,1028.0,298.0473,1027.9,-12.18564,0.0,10.5,10.7,10.5,94.0,6.42,6.373888889,,,,,,,,,
2022-09-06 01:00:00,10,1,15.58,45.96,6.65,104.82,0.9,7.23,19.21,7.0,54.0,54.0,0.8,1.7,57.0,0.8,100.0,1019.3,0.4,1027.8,298.8109,1027.7,-12.16776,0.0,10.9,10.9,10.4,93.0,6.413611111,6.378055556,,,,,,,,,
2022-09-06 02:00:00,10,0,15.65,45.99,6.63,104.86,0.91,7.19,19.1,7.0,6.0,18.0,0.6,1.8,154.0,1.0,155.0,1019.1,0.4,1027.5,297.92,1027.5,-12.39378,0.0,10.9,10.9,10.8,91.0,6.407222222,6.398333333,,,,,,,,,
2022-09-06 03:00:00,10,0,15.67,46.06,6.66,104.93,0.91,7.2,19.12,7.0,18.0,24.0,1.3,4.2,249.0,1.6,257.0,1018.8,0.7,1027.2,297.2333,1027.2,-12.45163,0.0,11.3,11.3,10.7,87.0,6.407777778,6.399722222,,,,,,,,,
2022-09-06 04:00:00,10,0,15.72,46.01,6.67,104.87,0.91,7.13,18.94,7.0,19.0,21.0,1.6,4.3,343.0,2.1,348.0,1018.5,0.8,1026.9,297.7084,1026.9,-12.68896,0.0,11.6,11.7,11.2,85.0,6.406666667,6.399722222,,,,,,,,,
2022-09-06 05:00:00,10,0,15.62,45.99,6.65,104.21,0.9,7.14,18.98,7.0,30.0,23.0,1.6,3.3,443.0,1.8,446.0,1018.3,0.9,1026.7,298.542,1026.6,-8.93273,0.0,11.8,11.8,11.5,83.0,6.407222222,6.398055556,,,,,,,,,
2022-09-06 06:00:00,10,0,15.54,46.01,6.64,103.9,0.91,7.16,19.02,7.0,63.0,32.0,1.4,4.3,529.0,1.7,535.0,1018.1,0.7,1026.5,301.8346,1026.4,66.7134,0.0,13.5,13.5,11.7,76.0,6.411388889,6.4,,,,,,,,,
2022-09-06 07:00:00,10,0,15.53,45.98,6.65,104.11,0.93,7.19,19.1,7.0,115.0,80.0,0.6,3.1,638.0,1.5,646.0,1018.0,0.5,1026.3,306.683,1026.4,171.9777,0.0,14.5,14.5,13.5,78.0,6.408888889,6.4,,,,,,,,,
2022-09-06 08:00:00,10,0,15.54,45.99,6.64,103.98,0.89,7.17,19.04,7.0,147.0,193.0,0.7,2.0,714.0,0.9,714.0,1017.9,0.3,1026.2,314.346,1026.3,282.5913,0.0,15.7,15.7,14.2,78.0,6.409166667,6.4,,,,,,,,,
2022-09-06 09:00:00,10,0,15.52,46.0,6.64,104.08,0.9,7.21,19.17,7.0,145.0,145.0,0.9,1.8,900.0,0.9,900.0,1017.8,0.3,1026.1,324.6942,1026.1,393.7505,0.0,17.2,17.2,15.5,67.0,6.407222222,6.4,,,,,,,,,
2022-09-06 10:00:00,10,0,15.51,46.0,6.63,103.98,0.92,7.15,19.0,7.0,166.0,154.0,0.7,2.0,928.0,1.2,931.0,1017.5,0.5,1025.7,332.9473,1025.9,501.7066,0.0,18.5,18.5,17.0,58.0,6.412222222,6.4,,,,,,,,,
2022-09-06 11:00:00,10,0,15.5,46.03,6.61,103.5,0.89,7.18,19.08,7.0,152.0,162.0,1.2,1.9,1054.0,1.3,1056.0,1017.2,0.7,1025.4,339.9203,1025.6,580.4678,0.0,19.3,19.3,18.2,60.0,6.418888889,6.4,,,,,,,,,
2022-09-06 12:00:00,10,0,15.46,46.02,6.61,103.45,0.9,7.21,19.16,7.0,141.0,164.0,1.2,2.3,1154.0,1.3,1125.0,1016.8,1.0,1025.0,342.6862,1025.1,554.014,0.0,19.2,19.7,19.0,59.0,6.501111111,6.4,,,,,,,,,
2022-09-06 13:00:00,10,1,15.5,46.0,6.61,103.93,0.91,7.22,19.2,7.0,67.0,67.0,1.6,3.0,1257.0,1.6,1300.0,1016.3,1.2,1024.5,343.0835,1024.6,526.5408,0.0,20.4,20.9,19.2,49.0,6.688611111,6.375277778,,,,,,,,,
2022-09-06 14:00:00,10,0,15.54,45.99,6.61,104.4,0.92,7.24,19.23,7.0,143.0,130.0,1.0,3.7,1315.0,2.0,1318.0,1016.0,1.2,1024.2,342.1585,1024.4,466.7225,0.0,20.0,21.1,20.0,54.0,7.032112676,6.365633803,,,,,,,,,
2022-09-06 15:00:00,10,0,15.57,45.98,6.64,104.59,0.91,7.16,19.02,7.0,194.0,189.0,0.9,4.1,1412.0,1.8,1446.0,1015.8,1.0,1024.0,335.9028,1024.1,382.9932,0.0,19.3,20.2,18.9,55.0,6.920555556,6.394722222,,,,,,,,,
2022-09-06 16:00:00,10,0,15.66,45.99,6.66,104.77,0.91,7.18,19.08,7.0,196.0,223.0,0.6,4.2,1504.0,1.7,1529.0,1015.4,0.8,1023.6,328.3942,1023.8,289.3539,0.0,17.3,19.6,17.3,52.0,6.570277778,6.400277778,,,,,,,,,
2022-09-06 17:00:00,10,0,15.49,45.96,6.64,104.28,0.91,7.31,19.42,7.0,317.0,214.0,0.9,3.7,1631.0,1.2,1612.0,1015.2,0.8,1023.5,315.1869,1023.6,136.8898,0.0,14.6,17.3,14.6,62.0,6.5,6.443888889,,,,,,,,,
2022-09-06 18:00:00,10,0,15.38,45.93,6.67,104.93,0.91,7.6,20.22,7.0,325.0,325.0,1.2,3.0,1800.0,1.2,1800.0,1014.9,0.9,1023.3,300.2448,1023.3,5.024567,0.0,12.9,14.6,12.8,68.0,6.481944444,6.441388889,,,,,,,,,
2022-09-06 19:00:00,10,0,15.37,45.94,6.67,104.99,0.89,7.6,20.23,7.0,331.0,344.0,0.9,3.3,1804.0,1.7,1811.0,1015.0,0.5,1023.4,294.7122,1023.3,-8.402253,0.0,11.5,12.9,11.5,68.0,6.446666667,6.446666667,,,,,,,,,
2022-09-06 20:00:00,10,0,15.34,45.94,6.68,104.92,0.93,7.6,20.21,7.0,321.0,331.0,0.5,1.5,1901.0,0.9,1905.0,1014.7,0.5,1023.1,292.231,1023.0,-12.60855,0.0,11.0,11.5,11.0,62.0,6.4475,6.458333333,,,,,,,,,
2022-09-06 21:00:00,10,0,15.85,45.98,6.67,105.11,0.86,7.0,18.6,8.0,1.0,359.0,1.0,2.5,2052.0,1.2,2054.0,1014.3,0.6,1022.7,290.6553,1022.7,-12.62079,0.0,11.1,11.1,10.6,69.0,6.451944444,6.418611111,,,,,,,,,
2022-09-06 22:00:00,10,0,15.93,45.99,6.67,105.04,0.88,6.97,18.52,7.0,328.0,348.0,0.7,2.0,2134.0,1.2,2131.0,1014.1,0.8,1022.5,291.8636,1022.5,-12.78363,0.0,11.1,11.3,10.8,76.0,6.448333333,6.400555556,,,,,,,,,
2022-09-06 23:00:00,10,0,15.66,45.91,6.68,104.74,0.94,7.27,19.32,7.0,278.0,278.0,0.9,1.9,2255.0,0.9,2300.0,1013.7,0.9,1022.1,291.4651,1022.1,-12.62427,0.0,10.5,11.1,10.4,87.0,6.438611111,6.4,,,,,,,,,
2022-09-07 00:00:00,10,0,15.49,45.97,6.68,104.88,0.97,7.34,19.51,7.0,258.0,285.0,0.7,1.8,2352.0,0.9,2301.0,1013.2,1.1,1021.6,290.6686,1021.6,-12.32838,0.0,10.0,10.6,9.9,88.0,6.435277778,6.4,,,,,,,,,
2022-09-07 01:00:00,10,1,15.56,45.97,6.65,104.78,0.95,7.26,19.3,7.0,38.0,300.0,0.4,1.5,11.0,0.7,9.0,1012.8,1.3,1021.2,291.0214,1021.1,-12.35894,0.0,9.9,10.1,9.7,89.0,6.4375,6.4,,,,,,,,,
2022-09-07 02:00:00,10,0,15.63,45.98,6.63,104.68,0.93,7.18,19.09,6.0,49.0,254.0,0.4,1.3,129.0,0.7,123.0,1012.6,1.1,1021.0,290.3701,1020.9,-12.29994,0.0,9.9,10.0,9.7,85.0,6.443888889,6.400277778,,,,,,,,,
2022-09-07 03:00:00,10,0,15.56,45.99,6.67,104.75,0.9,7.2,19.13,7.0,324.0,26.0,0.5,3.1,206.0,1.6,212.0,1012.2,1.0,1020.6,292.8141,1020.5,-12.6124,0.0,10.3,10.7,9.9,83.0,6.43,6.4,,,,,,,,,
2022-09-07 04:00:00,10,0,15.38,45.97,6.68,105.14,0.97,7.5,19.96,7.0,333.0,321.0,0.2,1.8,301.0,0.5,301.0,1011.8,1.0,1020.2,289.483,1020.1,-12.69213,0.0,9.5,10.3,9.5,89.0,6.420833333,6.4,,,,,,,,,
2022-09-07 05:00:00,10,0,15.46,46.01,6.68,104.62,0.91,7.29,19.38,7.0,27.0,27.0,2.2,4.4,454.0,2.2,500.0,1011.4,1.2,1019.8,289.9859,1019.7,-9.221783,0.0,10.6,10.6,9.5,82.0,6.416666667,6.399444444,,,,,,,,,
2022-09-07 06:00:00,10,0,15.55,46.0,6.67,104.24,0.88,7.15,19.01,6.0,48.0,46.0,2.3,4.7,504.0,2.4,554.0,1011.3,0.9,1019.6,293.0295,1019.6,62.79504,0.0,12.8,12.8,10.5,73.0,6.410277778,6.398055556,,,,,,,,,
2022-09-07 07:00:00,10,0,15.47,45.99,6.66,104.64,0.92,7.28,19.35,7.0,87.0,31.0,1.8,5.3,618.0,2.7,626.0,1011.2,0.6,1019.5,298.7596,1019.5,169.9701,0.0,14.4,14.4,12.8,71.0,6.404166667,6.349166667,,,,,,,,,
2022-09-07 08:00:00,10,0,15.49,46.0,6.66,104.07,0.9,7.07,18.79,7.0,87.0,72.0,1.7,4.3,715.0,2.4,735.0,1011.1,0.2,1019.3,305.8858,1019.4,284.8467,0.0,16.0,16.0,14.4,62.0,6.406111111,6.305277778,,,,,,,,,
2022-09-07 09:00:00,10,0,15.42,46.02,6.65,104.25,0.89,7.16,19.03,7.0,161.0,90.0,0.9,2.3,801.0,1.6,801.0,1011.0,0.3,1019.2,318.1449,1019.3,393.952,0.0,16.8,16.8,16.0,61.0,6.405,6.304444444,,,,,,,,,
2022-09-07 10:00:00,10,0,15.27,45.94,6.65,104.31,0.94,7.49,19.91,8.0,106.0,106.0,1.0,2.2,957.0,1.0,1000.0,1010.7,0.5,1018.9,330.5,1019.0,503.3274,0.0,18.1,18.2,16.8,58.0,6.408611111,6.302222222,,,,,,,,,
2022-09-07 11:00:00,10,0,15.26,45.96,6.65,104.29,0.91,7.46,19.84,8.0,164.0,150.0,0.7,2.2,1002.0,1.1,1045.0,1010.2,0.9,1018.3,340.3845,1018.5,577.3981,0.0,19.3,19.3,18.0,52.0,6.416111111,6.3,,,,,,,,,
2022-09-07 12:00:00,10,0,15.33,45.94,6.66,104.58,0.91,7.48,19.88,7.0,147.0,147.0,1.3,2.2,1159.0,1.3,1200.0,1010.0,1.0,1018.1,343.2587,1018.3,548.1475,0.0,19.6,20.3,19.3,58.0,6.403055556,6.3,,,,,,,,,
2022-09-07 13:00:00,10,1,15.32,45.94,6.64,104.58,0.92,7.43,19.74,7.0,188.0,201.0,1.5,2.6,1249.0,1.7,1257.0,1009.9,0.8,1018.0,340.1287,1018.2,523.5942,0.0,20.0,20.0,19.5,57.0,6.400833333,6.3,,,,,,,,,
2022-09-07 14:00:00,10,0,15.32,45.95,6.62,104.58,0.94,7.38,19.61,7.0,172.0,154.0,1.4,2.8,1302.0,1.6,1324.0,1009.9,0.4,1018.0,338.7229,1018.2,461.3898,0.0,19.5,20.0,19.1,61.0,6.405555556,6.3,,,,,,,,,
2022-09-07 15:00:00,10,0,15.43,45.98,6.67,104.48,0.92,7.21,19.16,7.0,167.0,194.0,1.3,3.5,1500.0,1.6,1425.0,1009.7,0.4,1017.8,339.2654,1018.0,378.4222,0.0,18.8,19.9,18.8,66.0,6.401944444,6.301388889,,,,,,,,,
2022-09-07 16:00:00,10,0,15.42,45.97,6.69,104.48,0.86,7.2,19.12,7.0,214.0,206.0,1.3,3.8,1507.0,2.1,1516.0,1009.6,0.3,1017.8,331.9969,1017.9,284.1732,0.0,17.2,19.0,17.2,65.0,6.4025,6.307777778,,,,,,,,,
2022-09-07 17:00:00,10,0,15.5,45.97,6.69,104.74,0.9,7.2,19.13,7.0,328.0,213.0,0.6,2.5,1601.0,1.3,1601.0,1009.6,0.3,1017.8,327.0747,1017.9,123.5893,0.0,15.0,17.2,15.0,79.0,6.400277778,6.379444444,,,,,,,,,
2022-09-07 18:00:00,10,0,15.52,45.97,6.68,104.85,0.89,7.16,19.03,2.0,347.0,345.0,0.9,1.7,1752.0,1.1,1756.0,1009.8,0.2,1018.1,308.9746,1018.1,4.553916,0.0,13.5,15.0,13.5,75.0,6.4,6.399722222,,,,,,,,,
2022-09-07 19:00:00,10,0,15.45,45.98,6.68,104.75,0.93,7.2,19.12,3.0,322.0,359.0,0.4,1.7,1805.0,1.1,1812.0,1010.2,0.6,1018.5,303.2604,1018.5,-9.230643,0.0,12.3,13.5,12.3,80.0,6.4,6.4,,,,,,,,,
2022-09-07 20:00:00,10,0,15.4,45.98,6.69,104.65,0.89,7.27,19.31,2.0,333.0,316.0,0.5,1.2,1917.0,0.6,1920.0,1010.4,0.8,1018.8,299.5656,1018.7,-12.6863,0.0,11.5,12.3,11.5,80.0,6.400555556,6.4,,,,,,,,,
2022-09-07 21:00:00,10,0,15.77,46.0,6.69,105.23,0.88,7.16,19.02,1.0,320.0,312.0,0.4,1.1,2007.0,0.5,2039.0,1010.5,0.6,1018.9,297.2095,1018.8,-12.49895,0.0,11.0,11.5,11.0,85.0,6.401111111,6.4,,,,,,,,,
2022-09-07 22:00:00,10,0,15.9,46.02,6.67,105.11,0.89,7.09,18.84,2.0,311.0,319.0,0.5,1.0,2135.0,0.6,2158.0,1010.4,0.2,1018.8,295.8705,1018.7,-12.17306,0.0,11.0,11.0,10.6,87.0,6.4,6.394722222,,,,,,,,,
2022-09-07 23:00:00,10,0,16.05,46.0,6.68,105.19,0.87,6.95,18.45,2.0,9.0,298.0,0.3,0.9,2208.0,0.5,2237.0,1010.6,0.2,1019.0,294.7803,1018.9,-12.43176,0.0,10.5,11.0,10.5,89.0,6.4,6.358333333,,,,,,,,,
2022-09-08 00:00:00,10,0,15.44,46.0,6.69,104.75,0.92,7.26,19.28,4.0,269.0,269.0,0.4,0.7,2354.0,0.4,0.0,1010.5,0.0,1018.9,294.2906,1018.8,-12.26607,0.0,10.4,10.6,10.3,92.0,6.400833333,6.321111111,,,,,,,,,
2022-09-08 01:00:00,10,1,15.38,45.98,6.67,104.75,0.92,7.39,19.64,4.0,277.0,277.0,0.5,1.1,45.0,0.5,100.0,1010.5,0.1,1018.9,295.1077,1018.8,-12.28393,0.0,10.5,10.6,10.2,93.0,6.4,6.301388889,,,,,,,,,
2022-09-08 02:00:00,10,0,15.32,45.97,6.65,104.75,0.93,7.52,20.0,7.0,315.0,246.0,0.3,1.4,138.0,0.7,142.0,1010.5,0.2,1018.9,294.916,1018.8,-12.26655,0.0,10.2,10.5,10.2,90.0,6.4,6.300555556,,,,,,,,,
2022-09-08 03:00:00,10,0,15.39,45.98,6.69,104.85,0.87,7.5,19.95,4.0,9.0,9.0,1.2,2.7,255.0,1.2,300.0,1010.5,0.0,1018.9,295.8775,1018.8,-12.07412,0.0,10.9,10.9,10.2,84.0,6.4,6.301944444,,,,,,,,,
2022-09-08 04:00:00,10,0,15.47,45.94,6.69,104.56,1.04,7.28,19.35,2.0,330.0,7.0,0.4,1.9,334.0,1.2,303.0,1010.7,0.2,1019.1,295.2819,1019.0,-12.52136,0.0,10.4,11.0,10.4,86.0,6.4025,6.330277778,,,,,,,,,
2022-09-08 05:00:00,10,0,15.56,45.98,6.68,104.76,0.87,7.32,19.47,2.0,359.0,350.0,0.5,1.5,431.0,0.9,438.0,1010.7,0.2,1019.1,294.0786,1019.0,-9.837325,0.0,10.2,10.4,10.1,84.0,6.4,6.329166667,,,,,,,,,
2022-09-08 06:00:00,10,0,15.64,46.0,6.7,104.97,0.91,7.24,19.24,2.0,38.0,359.0,0.2,1.1,512.0,0.5,501.0,1010.9,0.4,1019.2,298.0192,1019.2,55.42445,0.0,12.4,12.4,10.1,83.0,6.4,6.357222222,,,,,,,,,
2022-09-08 07:00:00,10,0,15.64,45.95,6.68,104.84,0.89,7.22,19.17,2.0,66.0,117.0,0.3,1.2,646.0,0.5,654.0,1011.0,0.3,1019.3,305.9843,1019.3,160.9846,0.0,13.8,13.8,12.3,80.0,6.401111111,6.3575,,,,,,,,,
2022-09-08 08:00:00,10,0,15.65,45.99,6.68,104.87,0.88,7.24,19.23,2.0,134.0,144.0,0.6,1.7,733.0,0.8,742.0,1011.2,0.5,1019.5,315.0189,1019.5,274.2465,0.0,15.5,15.5,13.5,72.0,6.403055556,6.363888889,,,,,,,,,
2022-09-08 09:00:00,10,0,15.74,46.03,6.66,104.36,0.89,7.01,18.62,2.0,137.0,120.0,0.4,1.5,840.0,0.8,842.0,1011.5,0.5,1019.7,333.8618,1019.8,302.6996,0.0,15.5,16.8,15.5,69.0,6.408333333,6.355555556,,,,,,,,,
2022-09-08 10:00:00,10,0,15.49,45.96,6.69,104.61,0.88,7.27,19.31,2.0,120.0,87.0,0.6,1.6,938.0,0.7,944.0,1011.5,0.5,1019.7,373.8357,1019.8,240.804,0.0,16.5,16.6,15.4,66.0,6.401388889,6.366388889,,,,,,,,,
2022-09-08 11:00:00,10,0,15.57,46.0,6.68,104.87,0.89,7.19,19.11,0.0,173.0,136.0,1.4,2.6,1029.0,1.5,1038.0,1011.2,0.0,1019.3,379.8065,1019.5,557.4477,0.0,20.0,20.1,16.4,46.0,6.4,6.358055556,,,,,,,,,
2022-09-08 12:00:00,10,0,15.52,45.96,6.69,104.89,0.91,7.32,19.45,7.0,155.0,201.0,1.4,3.1,1142.0,1.8,1106.0,1011.0,0.5,1019.2,339.8015,1019.3,435.3502,0.0,19.0,20.0,18.0,59.0,6.4,6.359166667,,,,,,,,,
2022-09-08 13:00:00,10,1,15.5,45.97,6.68,105.06,0.92,7.36,19.57,7.0,124.0,160.0,1.3,3.1,1257.0,1.5,1204.0,1011.0,0.5,1019.2,344.1043,1019.3,287.7421,0.0,18.1,19.5,18.0,48.0,6.401111111,6.358888889,,,,,,,,,
2022-09-08 14:00:00,10,0,15.48,45.98,6.66,105.22,0.92,7.41,19.69,7.0,95.0,154.0,1.7,4.7,1354.0,2.2,1317.0,1010.6,0.6,1018.7,363.3363,1018.9,565.2108,0.0,20.4,20.6,18.1,47.0,6.401388889,6.37,,,,,,,,,
2022-09-08 15:00:00,10,0,15.58,45.92,6.71,105.61,0.9,7.5,19.95,7.0,61.0,86.0,1.3,4.8,1432.0,2.4,1423.0,1010.4,0.6,1018.6,351.9115,1018.7,399.4174,0.0,17.9,20.4,17.9,52.0,6.4,6.368611111,,,,,,,,,
2022-09-08 16:00:00,10,0,15.68,46.0,6.7,105.6,0.88,7.32,19.46,7.0,12.0,28.0,1.0,4.0,1506.0,1.6,1539.0,1010.3,0.7,1018.5,328.946,1018.6,88.70663,0.0,15.9,17.9,15.9,63.0,6.4,6.363888889,,,,,,,,,
2022-09-08 17:00:00,10,0,15.62,46.03,6.7,105.38,0.85,7.22,19.18,7.0,326.0,10.0,0.4,1.6,1647.0,1.0,1601.0,1010.4,0.2,1018.6,356.4655,1018.7,51.59738,0.0,15.3,15.9,15.2,66.0,6.400277778,6.352222222,,,,,,,,,
2022-09-08 18:00:00,10,0,15.56,45.97,6.72,105.2,0.87,7.27,19.31,4.0,340.0,353.0,0.7,1.9,1742.0,0.9,1750.0,1010.4,0.0,1018.7,362.5219,1018.7,21.39457,0.0,14.3,15.3,14.3,66.0,6.4,6.35,,,,,,,,,
2022-09-08 19:00:00,10,0,15.41,45.94,6.72,105.22,0.9,7.55,20.08,2.0,12.0,16.0,1.0,2.1,1828.0,1.2,1857.0,1010.4,0.1,1018.7,361.7752,1018.7,-7.371192,0.0,13.8,14.3,13.7,66.0,6.400833333,6.321388889,,,,,,,,,
2022-09-08 20:00:00,10,0,15.43,45.98,6.72,105.36,0.86,7.44,19.79,4.0,322.0,341.0,0.8,2.1,1908.0,1.2,1953.0,1010.4,0.0,1018.7,359.1655,1018.7,-11.46319,0.0,13.5,13.8,13.5,68.0,6.4,6.306666667,,,,,,,,,
